Discogs_Artists,Discogs_Titles,Discogs_Labels,Discogs_Tags,Discogs_Countries,Discogs_Years,Discogs_Search_Filters,Discogs_Urls,Discogs_Formats,Discogs_Tracklist,Discogs_YouTube_Videos
Sverre Knut Johansen,Lights,,,,,"style_exact, Ambient",https://discogs.com/release/28965598-Sverre-Knut-Johansen-Lights,,,
Dark Sanctuary,Cernunnos,,,,,"style_exact, Ambient",https://discogs.com/release/29110495-Dark-Sanctuary-Cernunnos,,,
Naoki Kasugai,Walk : 2023/11/28,,,,,"style_exact, Ambient",https://discogs.com/release/29043931-Naoki-Kasugai-Walk-20231128,,,
Rejoice O Death!,I Still Have A Love For You,,,,,"style_exact, Ambient",https://discogs.com/release/29173567-Rejoice-O-Death-I-Still-Have-A-Love-For-You,,,
Brian Eno,Film Music: Crime Pays,,,,,"style_exact, Ambient",https://discogs.com/release/29168860-Brian-Eno-Film-Music-Crime-Pays,,,
Brian Eno,Film Music: Interior,,,,,"style_exact, Ambient",https://discogs.com/release/29168854-Brian-Eno-Film-Music-Interior,,,
Generator Idea,Ancelay,,,,,"style_exact, Ambient",https://discogs.com/release/29158705-Generator-Idea-Ancelay,,,
Nacht Plank,Knowledge,,,,,"style_exact, Ambient",https://discogs.com/release/29156650-Nacht-Plank-Knowledge,,,
Kalisession,Call It A Day,,,,,"style_exact, Ambient",https://discogs.com/release/29154418-Kalisession-Call-It-A-Day,,,
Yorkshire Modular Society,YMS_0140b,,,,,"style_exact, Ambient",https://discogs.com/release/29142559-Yorkshire-Modular-Society-YMS_0140b,,,
Yorkshire Modular Society,YMS_0140d,,,,,"style_exact, Ambient",https://discogs.com/release/29142538-Yorkshire-Modular-Society-YMS_0140d,,,
Yorkshire Modular Society,YMS_0142,,,,,"style_exact, Ambient",https://discogs.com/release/29142508-Yorkshire-Modular-Society-YMS_0142,,,
Isola ,Never Let Me,,,,,"style_exact, Ambient",https://discogs.com/release/29115580-Isola-Never-Let-Me,,,
Naoki Kasugai,Walk : 2023/12/5,,,,,"style_exact, Ambient",https://discogs.com/release/29114449-Naoki-Kasugai-Walk-2023125,,,
Yeskim,Vovage To Tíbet,,,,,"style_exact, Ambient",https://discogs.com/release/29110339-Yeskim-Vovage-To-T%C3%ADbet,,,
Amethystium,Odonata,,,,,"style_exact, Ambient",https://discogs.com/release/29105692-Amethystium-Odonata,,,
Schroedinger's Cat,Airworlds 1n2,,,,,"style_exact, Ambient",https://discogs.com/release/29102302-Schroedingers-Cat-Airworlds-1n2,,,
Panta Rex,Reinigende Kassette,,,,,"style_exact, Ambient",https://discogs.com/release/29101582-Panta-Rex-Reinigende-Kassette,,,
Brickmason,#000055,,,,,"style_exact, Ambient",https://discogs.com/release/29098879-Brickmason-000055,,,
Brutal Bastion,The Day It All Fell Apart,,,,,"style_exact, Ambient",https://discogs.com/release/29097118-Brutal-Bastion-The-Day-It-All-Fell-Apart,,,
Rico Friebe,The Silva Sessions,,,,,"style_exact, Ambient",https://discogs.com/release/29089813-Rico-Friebe-The-Silva-Sessions,,,
Phantom Tuxedo,Miserable Modern Society,,,,,"style_exact, Ambient",https://discogs.com/release/29086981-Phantom-Tuxedo-Miserable-Modern-Society,,,
Fritz Mayr ,Ruins Of The Third System,,,,,"style_exact, Ambient",https://discogs.com/release/28982797-Fritz-Mayr-Ruins-Of-The-Third-System,,,
Kamil Kasprzyk,Øtherness,,,,,"style_exact, Ambient",https://discogs.com/release/29179249-Kamil-Kasprzyk-%C3%98therness,,,
Richard Hronský,Closures,,,,,"style_exact, Ambient",https://discogs.com/release/29191399-Richard-Hronsk%C3%BD-Closures,,,
Каждый Год,Каждый Год,,,,,"style_exact, Ambient",https://discogs.com/release/29182807-%D0%9A%D0%B0%D0%B6%D0%B4%D1%8B%D0%B9-%D0%93%D0%BE%D0%B4-%D0%9A%D0%B0%D0%B6%D0%B4%D1%8B%D0%B9-%D0%93%D0%BE%D0%B4,,,
Militia ,The Black Flag Hoisted,,,,,"style_exact, Ambient",https://discogs.com/release/29181925-Militia-The-Black-Flag-Hoisted,,,
Hyponova,The Initiate,,,,,"style_exact, Ambient",https://discogs.com/release/29179285-Hyponova-The-Initiate,,,
Coral Chiller,Deserted,,,,,"style_exact, Ambient",https://discogs.com/release/29210557-Coral-Chiller-Deserted,,,
Shire Oak,A Winter Passage,,,,,"style_exact, Ambient",https://discogs.com/release/29222452-Shire-Oak-A-Winter-Passage,,,
Mean Flow,Demystification,,,,,"style_exact, Ambient",https://discogs.com/release/29220418-Mean-Flow-Demystification,,,
M.Nomized,Funeral Parade,,,,,"style_exact, Ambient",https://discogs.com/release/29199358-MNomized-Funeral-Parade,,,
Mental Anguish,"Haints, Phantoms & Other Spectres Vol. 4",,,,,"style_exact, Ambient",https://discogs.com/release/29199340-Mental-Anguish-Haints-Phantoms-Other-Spectres-Vol-4,,,
Cameron Morse,The Truth Is,,,,,"style_exact, Ambient",https://discogs.com/release/29230630-Cameron-Morse-The-Truth-Is,,,
Jean-Michel Jarre,Les Concerts En Chine,,,,,"style_exact, Ambient",https://discogs.com/release/29217922-Jean-Michel-Jarre-Les-Concerts-En-Chine,,,
Cawatana,Comprende,,,,,"style_exact, Ambient",https://discogs.com/release/29212084-Cawatana-Comprende,,,
Various,Requiem Sampler 11,,,,,"style_exact, Ambient",https://discogs.com/release/29240107-Various-Requiem-Sampler-11,,,
Lauge & Aes Dana,Terrene,,,,,"style_exact, Ambient",https://discogs.com/release/29208607-Lauge-Aes-Dana-Terrene,,,
Vangelis,Heaven And Hell,,,,,"style_exact, Ambient",https://discogs.com/release/29234068-Vangelis-Heaven-And-Hell,,,
Yorkshire Modular Society,YMS_0139,,,,,"style_exact, Ambient",https://discogs.com/release/29142583-Yorkshire-Modular-Society-YMS_0139,,,
Yorkshire Modular Society,YMS_0141,,,,,"style_exact, Ambient",https://discogs.com/release/29142514-Yorkshire-Modular-Society-YMS_0141,,,
Yorkshire Modular Society,YMS_0148,,,,,"style_exact, Ambient",https://discogs.com/release/29142445-Yorkshire-Modular-Society-YMS_0148,,,
Yorkshire Modular Society,YMS_0154,,,,,"style_exact, Ambient",https://discogs.com/release/29142160-Yorkshire-Modular-Society-YMS_0154,,,
Conflagration,"Death​ Ambient,​ Death Cult ​(​Carrion Of Human Suffering)",,,,,"style_exact, Ambient",https://discogs.com/release/29137372-Conflagration-Death-Ambient-Death-Cult-Carrion-Of-Human-Suffering,,,
Muslimgauze,Muhammadunize,,,,,"style_exact, Ambient",https://discogs.com/release/29131240-Muslimgauze-Muhammadunize,,,
Eddie Silverton,Enigmatics,,,,,"style_exact, Ambient",https://discogs.com/release/29120218-Eddie-Silverton-Enigmatics,,,
Klaus Schulze,Angst,,,,,"style_exact, Ambient",https://discogs.com/release/29117506-Klaus-Schulze-Angst,,,
mödödmöd,Textures,,,,,"style_exact, Ambient",https://discogs.com/release/29113303-m%C3%B6d%C3%B6dm%C3%B6d-Textures,,,
Phaseshifter,Music For Cosmic Connection,,,,,"style_exact, Ambient",https://discogs.com/release/29085970-Phaseshifter-Music-For-Cosmic-Connection,,,
Olshanoe,Чудеса,,,,,"style_exact, Ambient",https://discogs.com/release/29084599-Olshanoe-%D0%A7%D1%83%D0%B4%D0%B5%D1%81%D0%B0,,,
Amillionsons,The First One's Free,,,,,"style_exact, Ambient",https://discogs.com/release/29084374-Amillionsons-The-First-Ones-Free,,,
Harry Sumner,Incidence,,,,,"style_exact, Ambient",https://discogs.com/release/29081593-Harry-Sumner-Incidence,,,
Mathias Grassow,Heartbeat Of The Earth,,,,,"style_exact, Ambient",https://discogs.com/release/29080081-Mathias-Grassow-Heartbeat-Of-The-Earth,,,
Verge ,Falling Debris,,,,,"style_exact, Ambient",https://discogs.com/release/29078809-Verge-Falling-Debris,,,
Sapphire Brew,Sapphire Brew,,,,,"style_exact, Ambient",https://discogs.com/release/29072431-Sapphire-Brew-Sapphire-Brew,,,
The Wyrm,The Wyrm,,,,,"style_exact, Ambient",https://discogs.com/release/29067229-The-Wyrm-The-Wyrm,,,
Enofa Communications Presents Ross Baker,Eyebrook,,,,,"style_exact, Ambient",https://discogs.com/release/29063020-Enofa-Communications-Presents-Ross-Baker-Eyebrook,,,
aAirial,In The Wind,,,,,"style_exact, Ambient",https://discogs.com/release/29060179-aAirial-In-The-Wind,,,
Blanket Swimming,F​ū​rin,,,,,"style_exact, Ambient",https://discogs.com/release/29047021-Blanket-Swimming-F%C5%ABrin,,,
Post Apocalyptic,Realm Of Sleep,,,,,"style_exact, Ambient",https://discogs.com/release/29042446-Post-Apocalyptic-Realm-Of-Sleep,,,
Heavenchord & Infinity Dots,Palingenesia,,,,,"style_exact, Ambient",https://discogs.com/release/29041309-Heavenchord-Infinity-Dots-Palingenesia,,,
Larsen Eirik Miinea,Claustrophobic Vastness,,,,,"style_exact, Ambient",https://discogs.com/release/29040997-Larsen-Eirik-Miinea-Claustrophobic-Vastness,,,
Gas,Rausch,,,,,"style_exact, Ambient",https://discogs.com/release/29035792-Gas-Rausch,,,
Thierry Morati,Origine,,,,,"style_exact, Ambient",https://discogs.com/release/29034793-Thierry-Morati-Origine,,,
Arutani,Ambient Tapes,,,,,"style_exact, Ambient",https://discogs.com/release/29029900-Arutani-Ambient-Tapes,,,
Naoki Kasugai,Walk : 2023/11/26,,,,,"style_exact, Ambient",https://discogs.com/release/29023066-Naoki-Kasugai-Walk-20231126,,,
Esqueleto,Decálogo De Errores: Selección 2007 A 2021,,,,,"style_exact, Ambient",https://discogs.com/release/29021926-Esqueleto-Dec%C3%A1logo-De-Errores-Selecci%C3%B3n-2007-A-2021,,,
Flutterwhat,N S F W,,,,,"style_exact, Ambient",https://discogs.com/release/29014867-Flutterwhat-N-S-F-W,,,
Stanza*,Soundcities,,,,,"style_exact, Ambient",https://discogs.com/release/28997794-Stanza-Soundcities,,,
Jo Yeong-Wook,Tell Me Something (Original Motion Picture Soundtrack),,,,,"style_exact, Ambient",https://discogs.com/release/28989481-Jo-Yeong-Wook-Tell-Me-Something-Original-Motion-Picture-Soundtrack,,,
Flora Yin-Wong,Cold Reading,,,,,"style_exact, Ambient",https://discogs.com/release/28985185-Flora-Yin-Wong-Cold-Reading,,,
School Of Crystal Healing,Lightworker's Delight,,,,,"style_exact, Ambient",https://discogs.com/release/28984231-School-Of-Crystal-Healing-Lightworkers-Delight,,,
"Gentle Pillow, endofsummer",Fear,,,,,"style_exact, Ambient",https://discogs.com/release/28975327-Gentle-Pillow-endofsummer-Fear,,,
Night Note,Future Look Back,,,,,"style_exact, Ambient",https://discogs.com/release/29141956-Night-Note-Future-Look-Back,,,
Generator Idea,The Perfect Bridge,,,,,"style_exact, Ambient",https://discogs.com/release/29158792-Generator-Idea-The-Perfect-Bridge,,,
Cosmic Hoffmann,Beyond The Galaxy,,,,,"style_exact, Ambient",https://discogs.com/release/29153251-Cosmic-Hoffmann-Beyond-The-Galaxy,,,
"Dr. Kevin Moll*, Nick Fritsch",Soundscapes Of The Renaissance,,,,,"style_exact, Ambient",https://discogs.com/release/29202100-Dr-Kevin-Moll-Nick-Fritsch-Soundscapes-Of-The-Renaissance,,,
Necrophorus,Drifting In Motion,,,,,"style_exact, Ambient",https://discogs.com/release/29201110-Necrophorus-Drifting-In-Motion,,,
Ocean In A Bottle,From Haumea To Makemake,,,,,"style_exact, Ambient",https://discogs.com/release/29199646-Ocean-In-A-Bottle-From-Haumea-To-Makemake,,,
DJ Rob Tech,City Of Kisumu,,,,,"style_exact, Ambient",https://discogs.com/release/29199367-DJ-Rob-Tech-City-Of-Kisumu,,,
Ken Martin ,Astral Phase,,,,,"style_exact, Ambient",https://discogs.com/release/29242546-Ken-Martin-Astral-Phase,,,
Tangerine Dream,Exit,,,,,"style_exact, Ambient",https://discogs.com/release/29239399-Tangerine-Dream-Exit,,,
Matti Bye,Between Darkness And White Snow,,,,,"style_exact, Ambient",https://discogs.com/release/29237254-Matti-Bye-Between-Darkness-And-White-Snow,,,
adriaan*,In Het Feest,,,,,"style_exact, Ambient",https://discogs.com/release/29235928-adriaan-In-Het-Feest,,,
夢想著流血。在天堂醒來。,自​我​毀​傷​提​升​星​體​平​面,,,,,"style_exact, Ambient",https://discogs.com/release/29234041-%E5%A4%A2%E6%83%B3%E8%91%97%E6%B5%81%E8%A1%80%E5%9C%A8%E5%A4%A9%E5%A0%82%E9%86%92%E4%BE%86-%E8%87%AA%E6%88%91%E6%AF%80%E5%82%B7%E6%8F%90%E5%8D%87%E6%98%9F%E9%AB%94%E5%B9%B3%E9%9D%A2,,,
Günter Schlienz*,Gilded Eternity,,,,,"style_exact, Ambient",https://discogs.com/release/29228914-G%C3%BCnter-Schlienz-Gilded-Eternity,,,
Mental Anguish,The Tapegerm Mixes Volume Three,,,,,"style_exact, Ambient",https://discogs.com/release/29225548-Mental-Anguish-The-Tapegerm-Mixes-Volume-Three,,,
Linda* = Линда,Pesni Tibetskikh Lam = Песни Тибетских Лам,,,,,"style_exact, Ambient",https://discogs.com/release/29196550-Linda-%D0%9B%D0%B8%D0%BD%D0%B4%D0%B0-Pesni-Tibetskikh-Lam-%D0%9F%D0%B5%D1%81%D0%BD%D0%B8-%D0%A2%D0%B8%D0%B1%D0%B5%D1%82%D1%81%D0%BA%D0%B8%D1%85-%D0%9B%D0%B0%D0%BC,,,
k2dj,Por,,,,,"style_exact, Ambient",https://discogs.com/release/29195962-k2dj-Por,,,
Nmesh / Telepath テレパシー能力者,ロストエデンへのパス = The Path To Lost Eden,,,,,"style_exact, Ambient",https://discogs.com/release/29194588-Nmesh-Telepath-%E3%83%86%E3%83%AC%E3%83%91%E3%82%B7%E3%83%BC%E8%83%BD%E5%8A%9B%E8%80%85-%E3%83%AD%E3%82%B9%E3%83%88%E3%82%A8%E3%83%87%E3%83%B3%E3%81%B8%E3%81%AE%E3%83%91%E3%82%B9-The-Path-To-Lost-Eden,,,
Midori Hirano,Magnetic Visionaries,,,,,"style_exact, Ambient",https://discogs.com/release/29190631-Midori-Hirano-Magnetic-Visionaries,,,
Art Demoir,Decrease,,,,,"style_exact, Ambient",https://discogs.com/release/29192497-Art-Demoir-Decrease,,,
Art Demoir,Outerstellar,,,,,"style_exact, Ambient",https://discogs.com/release/29192257-Art-Demoir-Outerstellar,,,
Emlyn Ellis Addison,New Narratives Through Transformations Of Structure,,,,,"style_exact, Ambient",https://discogs.com/release/29185564-Emlyn-Ellis-Addison-New-Narratives-Through-Transformations-Of-Structure,,,
Various,Quem É Você? (Internacional),,,,,"style_exact, Ambient",https://discogs.com/release/29177740-Various-Quem-%C3%89-Voc%C3%AA-Internacional,,,
Solar Fields,Undiscovered Stories,,,,,"style_exact, Ambient",https://discogs.com/release/29109448-Solar-Fields-Undiscovered-Stories,,,
Coral Chiller,Condensating,,,,,"style_exact, Ambient",https://discogs.com/release/29210380-Coral-Chiller-Condensating,,,
Gypsy ,Shadows,,,,,"style_exact, Ambient",https://discogs.com/release/29218321-Gypsy-Shadows,,,
Mental Anguish,Biolithic Divigation,,,,,"style_exact, Ambient",https://discogs.com/release/29218210-Mental-Anguish-Biolithic-Divigation,,,
Gypsy  &  Mental Anguish,Chaplin,,,,,"style_exact, Ambient",https://discogs.com/release/29218015-Gypsy-24-Mental-Anguish-Chaplin,,,
Elixir ,Le Conte des Trois Faunes,,,,,"style_exact, Ambient",https://discogs.com/release/29229373-Elixir-Le-Conte-des-Trois-Faunes,,,
Various,The Deep And Slow (A Collection Of 12 Chill Out Tracks),,,,,"style_exact, Ambient",https://discogs.com/release/29229151-Various-The-Deep-And-Slow-A-Collection-Of-12-Chill-Out-Tracks,,,
Various,Piccadilly Records Compilation 2023,,,,,"style_exact, Ambient",https://discogs.com/release/29221432-Various-Piccadilly-Records-Compilation-2023,,,
Patrick Bernhardt,Shamanyka Mantra Voyage Vol. III,,,,,"style_exact, Ambient",https://discogs.com/release/29218240-Patrick-Bernhardt-Shamanyka-Mantra-Voyage-Vol-III,,,
Castle From Indistinct Dreams,Top Believe,,,,,"style_exact, Ambient",https://discogs.com/release/29217679-Castle-From-Indistinct-Dreams-Top-Believe,,,
Konx-Om-Pax,Selective Recall,,,,,"style_exact, Ambient",https://discogs.com/release/29072137-Konx-Om-Pax-Selective-Recall,,,
Rasmus Weirup,They Are Tearing This Building Down,,,,,"style_exact, Ambient",https://discogs.com/release/29133196-Rasmus-Weirup-They-Are-Tearing-This-Building-Down,,,
Eddie Silverton,Summer,,,,,"style_exact, Ambient",https://discogs.com/release/29120500-Eddie-Silverton-Summer,,,
Iagon,The Dark,,,,,"style_exact, Ambient",https://discogs.com/release/29104111-Iagon-The-Dark,,,
Naoki Kasugai,Walk : 2023/12/3,,,,,"style_exact, Ambient",https://discogs.com/release/29095282-Naoki-Kasugai-Walk-2023123,,,
Sines Of Exquisite Pleasure,Music For Hospitals,,,,,"style_exact, Ambient",https://discogs.com/release/29094835-Sines-Of-Exquisite-Pleasure-Music-For-Hospitals,,,
Rico Friebe,Jenni,,,,,"style_exact, Ambient",https://discogs.com/release/29089168-Rico-Friebe-Jenni,,,
Phillip Wilkerson,Au Ralenti,,,,,"style_exact, Ambient",https://discogs.com/release/29085898-Phillip-Wilkerson-Au-Ralenti,,,
Blamstrain,Disfold,,,,,"style_exact, Ambient",https://discogs.com/release/29081719-Blamstrain-Disfold,,,
Deeb ,Ovunque Andiamo,,,,,"style_exact, Ambient",https://discogs.com/release/29062774-Deeb-Ovunque-Andiamo,,,
Marco Simioni,F.O.M.O.,,,,,"style_exact, Ambient",https://discogs.com/release/29053240-Marco-Simioni-FOMO,,,
Respira ,Superlunary Love,,,,,"style_exact, Ambient",https://discogs.com/release/29042974-Respira-Superlunary-Love,,,
Simon Firth,Get Down (Original Mix),,,,,"style_exact, Ambient",https://discogs.com/release/29041990-Simon-Firth-Get-Down-Original-Mix,,,
Heavenchord & Infinity Dots,Palingenesia,,,,,"style_exact, Ambient",https://discogs.com/release/29041348-Heavenchord-Infinity-Dots-Palingenesia,,,
Yorkshire Modular Society,New Snowfall Covers Multi​-​Coloured Homes On A Blue Frozen Pond,,,,,"style_exact, Ambient",https://discogs.com/release/29023666-Yorkshire-Modular-Society-New-Snowfall-Covers-Multi-Coloured-Homes-On-A-Blue-Frozen-Pond,,,
Totemtag,Electro​-​Rocking Motions,,,,,"style_exact, Ambient",https://discogs.com/release/29002054-Totemtag-Electro-Rocking-Motions,,,
Naoki Kasugai,Walk : 2023/11/22,,,,,"style_exact, Ambient",https://discogs.com/release/28985848-Naoki-Kasugai-Walk-20231122,,,
Various,Soft Pop Father And Son,,,,,"style_exact, Ambient",https://discogs.com/release/29176237-Various-Soft-Pop-Father-And-Son,,,
Isabelle Thorsen,Lies,,,,,"style_exact, Ambient",https://discogs.com/release/29193010-Isabelle-Thorsen-Lies,,,
"PeaceFool, Ambtech, Ghost Son",Mind Trip,,,,,"style_exact, Ambient",https://discogs.com/release/29192005-PeaceFool-Ambtech-Ghost-Son-Mind-Trip,,,
Various,Soft Pop Goodbye Philadelphia,,,,,"style_exact, Ambient",https://discogs.com/release/29185732-Various-Soft-Pop-Goodbye-Philadelphia,,,
Tomboy Facefuck,Rain Coat,,,,,"style_exact, Ambient",https://discogs.com/release/29179792-Tomboy-Facefuck-Rain-Coat,,,
Plotnikbeats,Atropino Sulfat,,,,,"style_exact, Ambient",https://discogs.com/release/29173810-Plotnikbeats-Atropino-Sulfat,,,
Sound_00  +  Lefterna,Collab 59,,,,,"style_exact, Ambient",https://discogs.com/release/29173696-Sound_00-Lefterna-Collab-59,,,
Brian Eno,77 Million Paintings,,,,,"style_exact, Ambient",https://discogs.com/release/29168818-Brian-Eno-77-Million-Paintings,,,
SPACE MAGIC スペース マジック,VHS​-​Wave Volume Three: Lost & Found,,,,,"style_exact, Ambient",https://discogs.com/release/29168725-SPACE-MAGIC-%E3%82%B9%E3%83%9A%E3%83%BC%E3%82%B9-%E3%83%9E%E3%82%B8%E3%83%83%E3%82%AF-VHS-Wave-Volume-Three-Lost-Found,,,
Demain déluge,Nos terrains vagues,,,,,"style_exact, Ambient",https://discogs.com/release/29166445-Demain-d%C3%A9luge-Nos-terrains-vagues,,,
SPACE MAGIC スペース マジック,VHS-Wave Volume Two,,,,,"style_exact, Ambient",https://discogs.com/release/29165191-SPACE-MAGIC-%E3%82%B9%E3%83%9A%E3%83%BC%E3%82%B9-%E3%83%9E%E3%82%B8%E3%83%83%E3%82%AF-VHS-Wave-Volume-Two,,,
Fritz Mayr ,Winter (Guitar Ambient Music Part 2),,,,,"style_exact, Ambient",https://discogs.com/release/29164615-Fritz-Mayr-Winter-Guitar-Ambient-Music-Part-2,,,
Various,I.D. Café De Flore,,,,,"style_exact, Ambient",https://discogs.com/release/29163985-Various-ID-Caf%C3%A9-De-Flore,,,
Various,Mocking The Devil,,,,,"style_exact, Ambient",https://discogs.com/release/29155630-Various-Mocking-The-Devil,,,
Arcane Device,Seven,,,,,"style_exact, Ambient",https://discogs.com/release/29146549-Arcane-Device-Seven,,,
Pizza Hotline,Level Select,,,,,"style_exact, Ambient",https://discogs.com/release/29207476-Pizza-Hotline-Level-Select,,,
Carbonates On Mars,Forgotten Frequencies And Secret Sounds,,,,,"style_exact, Ambient",https://discogs.com/release/29207014-Carbonates-On-Mars-Forgotten-Frequencies-And-Secret-Sounds,,,
Kian Dray,Blunder Years,,,,,"style_exact, Ambient",https://discogs.com/release/29188693-Kian-Dray-Blunder-Years,,,
Pentode,Terra,,,,,"style_exact, Ambient",https://discogs.com/release/29237407-Pentode-Terra,,,
M.B. / Maurizio Bianchi* And Coalminer + Allies*,Antimateria,,,,,"style_exact, Ambient",https://discogs.com/release/29235523-MB-Maurizio-Bianchi-And-Coalminer-Allies-Antimateria,,,
Hexode,Nightmare Hallucinations,,,,,"style_exact, Ambient",https://discogs.com/release/29232724-Hexode-Nightmare-Hallucinations,,,
Nthng,There Is A Place For Me,,,,,"style_exact, Ambient",https://discogs.com/release/29230720-Nthng-There-Is-A-Place-For-Me,,,
Silentwave,Reincarnation,,,,,"style_exact, Ambient",https://discogs.com/release/29219770-Silentwave-Reincarnation,,,
